1979.0,1981.0,1984.0,1987.0,1989.0,1994.0,1995.0,1996.0,1999.0,2004.0,2007.0,2009.0,2013.0,2014.0,2019.0,2024.0
8.64,,7.909999999999997,,9.269999999999996,9.340000000000003,,,8.950000000000003,9.189999999999998,,9.61,,10.36,11.530000000000001,10.180000000000007
52.18,,47.62,,53.83,47.08,,,49.54,52.11,,40.46,,43.68,33.92,41.75
34.269999999999996,,43.24,,37.72,39.98,,,54.81,57.0,,56.73,,51.9,38.62,35.22
36.39,,52.44,,31.72,56.02,,,49.79,41.42,,41.36,,47.56,50.3,49.35
39.29,,43.28,,51.2,47.29,,,53.24,57.24,,59.37,,57.57,49.88,48.5
14.349999999999994,,17.53,,18.930000000000007,26.400000000000006,,,30.239999999999995,28.28,,33.53,,42.78,45.5,51.69
11.090000000000003,,11.209999999999994,,12.61,11.450000000000003,,,12.730000000000004,8.650000000000006,,9.239999999999995,,14.450000000000003,15.760000000000005,17.709999999999994
41.88,,49.12,,52.52,64.31,,,69.98,60.74,,63.25,,62.68,58.07,53.8
67.65,,67.43,,63.63,63.57,,,76.0,61.48,,65.3,,64.4,62.82,
,18.519999999999996,19.409999999999997,,19.97,26.819999999999993,,,29.75,36.78,,47.46,,40.03,41.31,58.61
,,,31.480000000000004,45.29,40.86,,,36.95,54.86,,55.13,,56.19,39.27,50.79
,,,27.58,48.9,64.46000000000001,,,60.07,61.4,,63.23,,66.33,69.25,63.46
,,,,,,58.37,,61.16,62.15,,54.47,,48.93,44.73,46.6
,,,,,,,32.269999999999996,50.6,57.57,,54.03,,54.61,40.2,43.7
,,,,,,,42.4,69.86,60.57,,61.4,,60.9,59.2,59.6
,,,,,,,,,71.7,,71.78,,81.8,71.28,63.55
,,,,,,,,,73.17,,56.1,,63.48,62.4,62.4
,,,,,,,,,27.5,,40.6,,56.03,55.01,41.14
,,,,,,,,,51.62,,79.02,,52.65,46.52,71.65
,,,,,,,,,58.66,,46.3,,69.76,66.47,66.18
,,,,,,,,,61.5,,63.69,,71.03,56.64,40.55
,,,,,,,,,17.61,,21.209999999999994,,25.200000000000003,27.299999999999997,27.0
,,,,,,,,,79.13,,75.47,,76.17,54.32,59.35
,,,,,,,,,71.65,,71.63,,75.45,71.11,58.55
,,,,,,,,,83.03,,80.36,,86.95,77.26,65.62
,,,,,,,,,,70.78,61.01,,64.16,67.36,66.21000000000001
,,,,,,,,,,70.53,72.33,,67.56,48.8,47.58
,,,,,,,,,,,,79.16,74.76,70.15,78.65
38.01,,41.02,,41.59,43.33,,,50.49,54.53,,57.03,,57.39,49.34,48.92
